gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RP11-572C15.6	0	2.44528617927205e-241	3.90852458674674	0.897	0.157	4.40469399472274e-237
FAP	0	2.76286184417882e-219	3.1734073023869	0.916	0.201	4.9767430399193e-215
RBP4	0	2.00738886792665e-217	4.32810016973997	0.881	0.204	3.61590956779628e-213
ASPN	0	2.12942801587e-213	3.46051584319956	0.937	0.283	3.83573868498663e-209
CCDC80	0	1.91060092882144e-211	3.57336365137339	1	0.522	3.44156545308607e-207
ITGBL1	0	1.58069223071277e-209	3.5672097748701	0.808	0.125	2.84730091518291e-205
ACKR3	0	1.12203287250149e-204	3.66009420183096	0.862	0.167	2.02111781323693e-200
THY1	0	3.1758490882154e-199	2.70643680003224	1	0.407	5.72065696260239e-195
PPIC	0	5.68383894434986e-198	2.69192979577957	0.991	0.555	1.02382990904574e-193
COL14A1	0	1.86673149118242e-193	2.64847224208698	0.995	0.39	3.36254343506689e-189
ELN	0	5.88859819564763e-193	3.43657014757452	0.862	0.187	1.06071319298201e-188
CERCAM	0	1.77766215324519e-192	2.93962088987174	0.918	0.274	3.20210283664056e-188
BGN	0	5.07727752058394e-192	2.77558077919537	0.995	0.556	9.14569999782786e-188
COL3A1	0	5.06257586663547e-190	3.27362385314035	1	0.859	9.11921790857047e-186
SEMA3C	0	1.27851695873929e-188	2.92727473372148	0.888	0.209	2.30299259777708e-184
COL1A2	0	7.96133084861603e-187	2.73868085692135	1	0.879	1.43407452576121e-182
NBL1	0	2.42182571627584e-185	2.70724661943447	0.958	0.332	4.36243466272768e-181
COL1A1	0	1.28195179061221e-181	3.10293321787783	1	0.85	2.30917976042978e-177
CTHRC1	0	1.95581785050132e-178	3.1703015615074	0.963	0.484	3.52301469410802e-174
FBLN1	0	2.04783204758563e-178	2.60259555478526	0.998	0.649	3.688759867316e-174
LTBP2	0	2.60935437398114e-178	2.96996540613752	0.834	0.184	4.70023003385222e-174
C1QTNF3	0	8.09806428200655e-176	5.54075495877699	0.525	0.031	1.45870431911784e-171
THBS2	0	4.12652928834045e-174	2.52680375768053	0.96	0.388	7.43311720708765e-170
DPT	0	2.63660507957833e-173	5.18002111793135	0.56	0.045	4.74931672984445e-169
MFAP4	0	4.07529323383137e-171	2.79019263629456	0.881	0.233	7.34082570210045e-167
SPARC	0	1.22987994293748e-170	2.79996921093814	1	0.785	2.21538274121328e-166
GPRC5A	0	3.78162624033204e-169	3.19957633588251	0.707	0.107	6.8118433467101e-165
PRSS23	0	1.65979177520689e-168	3.348076336418	0.89	0.299	2.98978292468018e-164
ADAMTS2	0	2.40560004824338e-168	3.19077007877928	0.698	0.104	4.33320736690081e-164
MXRA5	0	6.59810482226296e-168	3.29776319625634	0.724	0.116	1.18851662163423e-163
COL5A2	0	7.8182202718892e-168	2.87707571883148	0.958	0.436	1.4082960175754e-163
S100A10	0	3.17136451284229e-165	1.95845104654829	1	0.873	5.71257889698282e-161
PTGIS	0	7.53250721330796e-164	3.21559735246912	0.665	0.09	1.35683052433316e-159
LOX	0	2.32154480596856e-163	3.2030278098724	0.754	0.149	4.18179865899117e-159
TUBB2A	0	6.2325101983269e-163	2.776173605485	0.946	0.41	1.12266206202462e-158
CHPF	0	7.79618241309499e-161	2.62201222257129	0.803	0.171	1.4043263380708e-156
FAM180B	0	1.18432137968283e-156	4.22175196542925	0.511	0.038	2.13331810122268e-152
COMP	0	3.36829866917782e-156	4.05719675354668	0.918	0.563	6.06731639279e-152
PRRX1	0	1.07572846840092e-153	2.15453726289407	0.956	0.382	1.93770969013057e-149
FMOD	0	1.391577108999e-152	2.49532139385721	0.892	0.3	2.50664784643991e-148
SFRP4	0	3.34505425573362e-152	2.94261295798922	0.998	0.756	6.02544623085298e-148
SULF1	0	1.31048025996108e-151	3.02039391002903	0.677	0.11	2.36056809226789e-147
THBS3	0	4.77373828778219e-151	3.0364293031469	0.712	0.138	8.59893477778206e-147
