gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
PTHLH	0	0	4.10933286269864	0.661	0.079	0	0.582
TGFA	0	0	3.57964320231318	0.653	0.106	0	0.547
ESPN	0	0	3.53269124409273	0.444	0.05	0	0.394
VEGFA	0	0	3.02340675114356	0.97	0.628	0	0.342
AP000462.2	0	0	3.01904733125709	0.652	0.125	0	0.527
MAL	0	0	2.85433921439376	0.613	0.111	0	0.502
CXXC5	0	0	2.51356843217296	0.922	0.447	0	0.475
L1CAM	0	0	2.47944188724439	0.654	0.141	0	0.513
GSN	0	0	2.45892071764568	0.995	0.861	0	0.134
CADM1	0	0	2.07766525602309	1	0.666	0	0.334
LGALS3	0	0	2.05015892785506	0.99	0.799	0	0.191
S100A10	0	0	1.95879764402987	0.999	0.816	0	0.183
CRYAB	0	0	1.85049293091611	0.935	0.454	0	0.481
VIM	0	0	1.55585343691262	1	0.995	0	0.005
NDRG1	0	7.29671187209091e-299	2.36472178889192	0.922	0.605	2.01732193127697e-294	0.317
BTG1	0	3.24634449631359e-298	1.68550583881617	0.997	0.784	8.97516862895818e-294	0.213
NXPH4	0	1.03153233154839e-294	3.86888531300686	0.394	0.044	2.85187743703184e-290	0.35
GAPDH	0	3.39395062901349e-292	1.56740195949389	1	0.978	9.38325530403359e-288	0.022
SERPINE2	0	5.45330419493757e-286	1.15515027103051	0.991	0.602	1.50767501077439e-281	0.389
CDH19	0	1.55584051135595e-262	1.38285616906884	0.995	0.519	4.30143226174579e-258	0.476
NDST4	1	0	4.26629178299973	0.619	0.05	0	0.569
NRK	1	0	3.75866555514437	0.625	0.069	0	0.556
COL25A1	1	0	3.61708255637151	0.746	0.099	0	0.647
DPF3	1	0	3.58555186155106	0.552	0.061	0	0.491
SULT1E1	1	0	3.57579060023054	0.718	0.077	0	0.641
COL4A5	1	0	3.50534813942325	0.82	0.112	0	0.708
RP11-125B21.2	1	0	3.49240220395326	0.649	0.079	0	0.57
AC007796.1	1	0	3.49017739655169	0.573	0.065	0	0.508
TENM2	1	0	3.47527823636369	0.952	0.331	0	0.621
ZNF423	1	0	3.4692857643297	0.869	0.12	0	0.749
KCNIP1	1	0	3.44632242358331	0.694	0.099	0	0.595
EPHB1	1	0	3.39029156349154	0.7	0.108	0	0.592
DNM3OS	1	0	3.34849469804774	0.558	0.067	0	0.491
TMEM132C	1	0	3.33146250580779	0.617	0.091	0	0.526
ROBO2	1	0	3.30295101289556	0.971	0.408	0	0.563
COL26A1	1	0	3.29337337844796	0.539	0.058	0	0.481
TSHZ2	1	0	3.24125729614608	1	0.519	0	0.481
AFF3	1	0	3.22079117964692	0.976	0.44	0	0.536
SHROOM3	1	0	3.21761201933992	0.81	0.149	0	0.661
EYA1	1	0	3.20306425852618	0.601	0.08	0	0.521
RP11-733O18.1	2	0	6.66740001671811	0.311	0.005	0	0.306
CCL3L3	2	0	6.63236564106913	0.838	0.022	0	0.816
RP11-1080G15.1	2	0	6.13964946898464	0.439	0.013	0	0.426
FCGR1C	2	0	6.02748397616846	0.311	0.006	0	0.305
IL1A	2	0	6.02136430553514	0.352	0.008	0	0.344
CCL4L1	2	0	6.01459216578218	0.78	0.022	0	0.758
FCGR1B	2	0	5.96063807499446	0.388	0.008	0	0.38
CH25H	2	0	5.8751513002936	0.588	0.03	0	0.558
CCL3	2	0	5.75873904550378	0.991	0.288	0	0.703
CALCR	2	0	5.64151623471859	0.353	0.01	0	0.343
KB-1507C5.4	2	0	5.60999271093041	0.526	0.023	0	0.503
RNASE2	2	0	5.56719503439115	0.483	0.012	0	0.471
PLAU	2	0	5.51609069344314	0.614	0.043	0	0.571
SLC37A2	2	0	5.51154845139205	0.412	0.016	0	0.396
IL1B	2	0	5.45530710379319	0.783	0.048	0	0.735
CCL4	2	0	5.43061936846081	0.953	0.251	0	0.702
EBI3	2	0	5.37465684170828	0.352	0.01	0	0.342
KMO	2	0	5.20748060850596	0.401	0.017	0	0.384
P2RY13	2	0	5.14265409863107	0.486	0.017	0	0.469
TNF	2	0	5.12670002781288	0.787	0.045	0	0.742
CLDN10-AS1	3	0	5.3137453483138	0.306	0.011	0	0.295
ACPP	3	0	4.75567866218193	0.758	0.053	0	0.705
GRIA2	3	0	4.68579847566212	0.685	0.043	0	0.642
GAL3ST1	3	0	4.610498705629	0.692	0.052	0	0.64
STON2	3	0	4.54414304316298	0.771	0.056	0	0.715
KLK6	3	0	4.49962160072539	0.407	0.021	0	0.386
ANO3	3	0	4.44006815853111	0.408	0.022	0	0.386
DGUOK-AS1	3	0	4.1289361097855	0.549	0.039	0	0.51
SHH	3	0	4.06083980212275	0.74	0.089	0	0.651
LPL	3	0	4.04712021963356	0.985	0.229	0	0.756
SERPINE2	3	0	3.92978927376675	1	0.626	0	0.374
FSTL5	3	0	3.92090456005596	0.826	0.095	0	0.731
CAPS	3	0	3.63994443371335	0.998	0.394	0	0.604
BMP8B	3	0	3.61815789700805	0.683	0.071	0	0.612
TMEM132B	3	0	3.56410572675382	0.793	0.095	0	0.698
PLLP	3	0	3.49708722143351	0.584	0.06	0	0.524
FREM1	3	0	3.45556505221051	0.864	0.198	0	0.666
GAP43	3	0	3.38632858940688	0.995	0.264	0	0.731
PLEKHB1	3	0	3.37039585641418	0.782	0.102	0	0.68
KLHDC8A	3	0	3.35320265952985	0.817	0.116	0	0.701
GJB6	4	0	5.87834890928835	0.395	0.009	0	0.386
GFRA3	4	0	5.77894068792542	0.509	0.016	0	0.493
PCSK2	4	0	5.47351226592397	0.329	0.012	0	0.317
XKR4	4	0	4.61176835900471	0.872	0.088	0	0.784
NOV	4	0	4.422570752335	0.743	0.121	0	0.622
RP11-176N18.2	4	0	4.3469373396207	0.449	0.026	0	0.423
GJB2	4	0	4.24800919203892	0.609	0.066	0	0.543
RSPO3	4	0	4.05699112783177	0.615	0.053	0	0.562
TMEM59L	4	0	4.01466346708545	0.772	0.108	0	0.664
ABCB5	4	0	3.98061001204936	0.599	0.053	0	0.546
NGFR	4	0	3.89728072529873	0.904	0.123	0	0.781
SEMA3B	4	0	3.82917261124057	0.946	0.199	0	0.747
DIRAS3	4	0	3.80761439775112	0.822	0.133	0	0.689
CADM2	4	0	3.6106478233705	0.683	0.1	0	0.583
KCNS3	4	0	3.5798247424153	0.631	0.072	0	0.559
INSC	4	0	3.50418898442985	0.617	0.056	0	0.561
MMP17	4	0	3.31386695531304	0.689	0.097	0	0.592
LGI1	4	0	3.29820526368742	0.647	0.076	0	0.571
TSPAN11	4	0	3.18996471355669	0.92	0.193	0	0.727
FOXD3	4	0	3.09575136210484	0.886	0.153	0	0.733
HFM1	5	5.1588201729927e-207	2.45062461012171	1	0.966	1.42625901322729e-202	0.034
AC105402.4	5	1.63049287748337e-160	1.82933067040913	1	0.999	4.50782365837827e-156	0.001
PRRC2C	5	6.17255956891514e-139	1.86508892995761	0.993	0.889	1.70652754401797e-134	0.104
hsa-mir-6723	5	6.42299777431914e-126	1.72203071635023	1	0.996	1.77576619466601e-121	0.004
DHFR	5	6.01934724937898e-111	1.66863549060191	1	0.993	1.66416893403581e-106	0.00700000000000001
MTND1P23	5	1.04270274312774e-106	1.55338466369889	0.998	0.993	2.88276027392525e-102	0.005
MEIS2	5	2.0543996213342e-101	1.26608835937583	0.969	0.462	5.67979863310268e-97	0.507
TSHZ2	5	8.9136661405342e-100	1.33828085135463	0.982	0.533	2.46436127787349e-95	0.449
RORA	5	2.21225856444661e-99	1.21232521945923	1	0.76	6.11623125312555e-95	0.24
MTRNR2L12	5	8.91913362995081e-99	1.4080167990776	0.998	0.986	2.4658728746725e-94	0.012
CACNA1C	5	1.75602280887764e-94	1.29657419319105	0.969	0.511	4.85487625970402e-90	0.458
KIAA1217	5	9.82337057206036e-93	1.17665632816979	0.98	0.498	2.71586726205753e-88	0.482
TENM2	5	2.69616288008864e-92	0.992593877640823	0.855	0.352	7.45408151458107e-88	0.503
MTND2P28	5	1.21075022951226e-90	1.33942520903802	0.998	0.984	3.34736115953255e-86	0.014
MTND4P12	5	2.49962439066221e-89	1.47930513410666	0.998	0.981	6.9107115528638e-85	0.017
PDE3A	5	8.55844483879064e-87	1.4241085450494	0.987	0.753	2.36615324458045e-82	0.234
RP5-857K21.7	5	8.73868196981161e-81	1.56279270966863	0.998	0.961	2.41598340419382e-76	0.037
AUTS2	5	4.00758472219119e-80	1.01854160170268	0.993	0.743	1.1079769481442e-75	0.25
KAZN	5	1.07661760291475e-77	1.20034708393583	0.926	0.486	2.97652468677842e-73	0.44
AFF3	5	2.56479954380032e-77	0.787680906365795	0.933	0.456	7.09090129874475e-73	0.477
RP4-678D15.1	6	0	3.36058177194409	0.808	0.108	0	0.7
SULT1E1	6	0	3.3012522396185	0.721	0.095	0	0.626
CYTL1	6	0	3.29860458777139	0.946	0.171	0	0.775
LRRC17	6	0	3.29253838975315	0.927	0.159	0	0.768
MDFI	6	0	3.25882332508717	0.92	0.132	0	0.788
MFAP2	6	0	3.16357740134329	0.927	0.144	0	0.783
TMEM98	6	3.05337877714714e-281	2.80866289187711	0.885	0.198	8.44167630517869e-277	0.687
FBLN1	6	6.02594100236054e-278	2.78505715245284	0.993	0.326	1.66599190892262e-273	0.667
MEST	6	2.16257431112369e-277	3.05936065905953	0.998	0.379	5.97886919796367e-273	0.619
RBP1	6	9.834870918459e-277	2.72535218073433	0.941	0.242	2.71904676282636e-272	0.699
MFAP4	6	1.20673843511522e-274	2.60598680091403	0.838	0.156	3.33626975156306e-270	0.682
NPW	6	3.36563790589477e-272	2.96773007760385	0.864	0.187	9.30497911842727e-268	0.677
PKDCC	6	2.09221396385407e-267	3.05476611128275	0.716	0.115	5.78434394586736e-263	0.601
EDN3	6	8.74520377196712e-256	3.32049642045995	0.613	0.083	2.41778648683575e-251	0.53
FMOD	6	1.83984061913218e-254	2.61743414951266	0.77	0.137	5.08660735971473e-250	0.633
CTHRC1	6	5.48833579899891e-253	2.80776642415291	0.995	0.412	1.51736019834923e-248	0.583
CRABP2	6	2.11108360688043e-250	2.36900058783789	0.817	0.155	5.83651284794232e-246	0.662
LAMP5	6	1.76975555732175e-249	3.73923277255672	0.545	0.067	4.89284318932746e-245	0.478
FKBP7	6	1.12588290728904e-246	2.72429235581777	0.819	0.181	3.11272847378202e-242	0.638
LUM	6	4.38583490836632e-244	1.864107572074	0.991	0.351	1.21255177711604e-239	0.64
BARX1	7	0	4.1319224837951	0.665	0.055	0	0.61
TNNT1	7	0	3.90553367474835	0.618	0.054	0	0.564
NPFFR2	7	2.05338567197664e-306	3.67459335598754	0.618	0.064	5.6769953673138e-302	0.554
SFRP2	7	2.04950630072341e-291	3.47638448897274	0.635	0.074	5.66627006961001e-287	0.561
EEF1A2	7	4.03474718783635e-275	3.83708332230806	0.496	0.044	1.11548655502112e-270	0.452
SCG2	7	5.55813093069579e-273	3.25368587244539	0.814	0.153	1.53665645840947e-268	0.661
CD70	7	1.82771950676496e-267	3.02492462661289	0.732	0.113	5.05309612035308e-263	0.619
KRT18	7	9.4912635796186e-259	2.55333477057116	0.926	0.207	2.62404964185716e-254	0.719
KIAA1244	7	2.4364566839749e-255	2.78359947236075	0.68	0.097	6.7360717941854e-251	0.583
PGF	7	2.42423255778607e-251	2.89595754216682	0.881	0.212	6.70227575251114e-247	0.669
RPS5P2	7	5.37941885983403e-238	3.38782350872805	0.558	0.07	1.48724793217831e-233	0.488
RP3-486I3.4	7	3.58275016155956e-232	2.49809553706451	0.943	0.286	9.90522937166372e-228	0.657
RP11-486O13.4	7	9.47955902894312e-231	2.65288263285538	0.747	0.138	2.6208136847319e-226	0.609
DNAH11	7	6.29449901438306e-230	2.82091042894661	0.605	0.084	1.74024014250648e-225	0.521
TMEM45A	7	4.39312893459265e-227	2.55389755747532	0.836	0.185	1.21456835654683e-222	0.651
ITM2A	7	4.24479058491347e-221	2.3650117649264	0.722	0.127	1.17355725301103e-216	0.595
PDK1	7	1.92386456513526e-220	2.27646467809504	0.836	0.184	5.31890836322945e-216	0.652
CLU	7	2.53780029008594e-217	2.43963838071578	0.854	0.202	7.0162564620006e-213	0.652
ZMAT4	7	7.8961494089248e-217	2.34114969337117	0.794	0.161	2.18304842708544e-212	0.633
STC2	7	3.87744023843865e-216	3.16154765290437	0.524	0.066	1.07199590272113e-211	0.458
KCNJ6	8	0	4.31864300285827	0.548	0.046	0	0.502
KIAA1244	8	0	3.72085405196411	0.751	0.094	0	0.657
CHRM3	8	1.51822723962852e-298	3.6411551087304	0.774	0.118	4.19744284940098e-294	0.656
ZMAT4	8	1.43947496592195e-281	3.0801872629838	0.856	0.159	3.97971643828442e-277	0.697
RP11-486O13.4	8	3.66775969347763e-266	3.24615104568289	0.781	0.137	1.01402552245576e-261	0.644
AP000320.7	8	6.36612900273312e-261	3.42903870743781	0.879	0.199	1.76004368538563e-256	0.68
NPFFR2	8	2.33576088179925e-251	3.332190668713	0.578	0.068	6.4576781099104e-247	0.51
PDK1	8	5.26035660480859e-251	3.12977277243047	0.846	0.185	1.45433079053143e-246	0.661
DNAH11	8	8.90391826392883e-249	3.20243930656097	0.63	0.083	2.4616662824284e-244	0.547
RNF144A	8	1.48751791316758e-232	2.82553229054814	0.949	0.317	4.11254077453442e-228	0.632
SDK1	8	8.83740291148584e-215	3.22656348792311	0.892	0.269	2.44327678293849e-210	0.623
PRTG	8	3.3214244802459e-211	3.32352020644632	0.586	0.088	9.18274226053583e-207	0.498
UNC5D	8	2.09240440757673e-209	2.72554336645149	0.779	0.168	5.78487046562737e-205	0.611
EYA4	8	1.0615281047699e-204	2.53829433861024	0.815	0.185	2.93480675125735e-200	0.63
PCSK6	8	5.33735999587487e-199	3.2880583881759	0.586	0.094	1.47561991805953e-194	0.492
PTPRT	8	1.16306709508874e-195	2.61203510717984	0.746	0.157	3.21553159779183e-191	0.589
IGF1R	8	1.31238942121572e-189	2.31136754070673	0.995	0.68	3.62836303283509e-185	0.315
ZFPM2	8	5.04975693491031e-183	2.7682719682366	0.656	0.128	1.39610629979465e-178	0.528
CEP89	8	1.00229460293586e-181	2.47268240702982	0.835	0.242	2.77104388873677e-177	0.593
RP11-14N7.2	8	2.1088307319766e-181	2.31193543088962	0.9	0.294	5.8302843246957e-177	0.606
KIRREL3	9	1.17326487781462e-166	3.43244101132184	0.707	0.191	3.24372540769407e-162	0.516
SH3PXD2A	9	2.3829053501721e-155	2.51208848467405	0.979	0.539	6.58801842162079e-151	0.44
NRXN1	9	1.70421749605603e-152	2.60810877095456	0.984	0.503	4.7116501113461e-148	0.481
CADM1	9	1.46974917036425e-135	2.11627983706633	0.997	0.694	4.06341553130605e-131	0.303
MTND2P28	9	3.70780677067017e-125	1.88959952895911	1	0.984	1.02509733788718e-120	0.016
AC105402.4	9	3.46473563379038e-120	1.86611797065785	1	0.999	9.57895460674027e-116	0.001
MTND1P23	9	1.09395744673088e-117	1.72953919911062	1	0.993	3.02446415297685e-113	0.00700000000000001
