gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD3D	0	1.3669355430281e-279	3.29887462745575	0.82	0.082	2.47360655866364e-275
GZMA	0	2.12223171847581e-273	3.56757341998159	0.78	0.075	3.84039051775382e-269
CCL5	0	1.80383593285473e-262	3.69604028427785	0.82	0.106	3.26422150409392e-258
CD69	0	2.802452723711e-262	4.04750885503162	0.855	0.14	5.07131844882742e-258
CD2	0	2.33754111386256e-247	2.83248093472846	0.822	0.098	4.23001439964569e-243
CD3E	0	1.2468515415922e-236	3.46742842670724	0.68	0.061	2.25630254966524e-232
CD3G	0	3.51862659187773e-221	3.64550723809912	0.607	0.047	6.36730668066195e-217
IL32	0	1.5386088379449e-215	2.88730349962398	0.82	0.139	2.7842665531451e-211
LCK	0	2.85150230568181e-211	3.62738128599805	0.576	0.042	5.1600785723618e-207
CD52	0	3.62535647444539e-210	2.96556598009895	0.808	0.143	6.56044507615638e-206
KLRB1	0	2.21276769503783e-195	3.71156301854846	0.6	0.064	4.00422442094045e-191
RPS27	0	5.50017784203221e-195	1.47568603056668	1	0.999	9.95312182294149e-191
CXCR4	0	2.8052415510846e-190	3.14920735738905	0.886	0.285	5.07636511084269e-186
CD96	0	4.23272446765216e-181	3.50863810644764	0.519	0.042	7.65953819666335e-177
GZMK	0	6.6841902174382e-177	3.67392510889892	0.517	0.045	1.20957106174762e-172
GZMM	0	6.73852493635623e-167	3.7424534091138	0.448	0.031	1.21940347248302e-162
CD7	0	4.71719230496133e-166	3.51399383469235	0.576	0.075	8.53623119505803e-162
CTSW	0	6.6299887532098e-166	3.2266315691208	0.547	0.063	1.19976276478085e-161
RPS3	0	4.3392232920498e-164	1.17675564226376	1	0.995	7.85225846929332e-160
SPOCK2	0	3.68900358142154e-161	3.27487046570973	0.533	0.059	6.67562088094041e-157
IL7R	0	1.46749151263698e-154	2.76188109492962	0.628	0.104	2.65557264126788e-150
RPS15A	0	4.06917948925106e-153	1.10236549903961	1	0.995	7.36358720374872e-149
BTG1	0	1.19734532085981e-146	2.28874989770658	0.95	0.615	2.16671609262791e-142
TNFAIP3	0	3.1894661236213e-146	2.70924863012846	0.782	0.235	5.77165789730511e-142
CST7	0	7.30313120198327e-146	2.8648970865757	0.566	0.082	1.32157462231089e-141
NKG7	0	2.2570011577831e-142	3.57940655494016	0.429	0.039	4.08426929512429e-138
RPS27A	0	8.18907836106304e-142	0.999223748913819	1	0.998	1.48189562021797e-137
RPL30	0	1.5791586637299e-139	1.0119665062416	1	0.999	2.85764551788562e-135
PTPRCAP	0	1.40961053625604e-136	2.37585672232124	0.777	0.228	2.55083122640894e-132
LTB	0	2.92121682189606e-136	2.74128567422477	0.547	0.085	5.28623396090311e-132
