gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
PTHLH	0	0	3.68285276637027	0.683	0.101	0	0.582
TGFA	0	0	3.20253905879176	0.669	0.127	0	0.542
VEGFA	0	0	2.88514763179083	0.99	0.64	0	0.35
CRYAB	0	1.16206603975687e-278	2.12760620258679	0.966	0.471	3.21276398011582e-274	0.495
VIM	0	3.50798916215376e-268	1.57805189185695	1	0.995	9.6985376366065e-264	0.005
L1CAM	0	2.91860070344172e-265	2.59200125026065	0.691	0.159	8.06905536480531e-261	0.532
AP000462.2	0	3.10178283553111e-262	2.73922540369213	0.659	0.146	8.57549900539287e-258	0.513
S100A10	0	1.04299689516076e-257	1.81044594860658	0.999	0.823	2.88357351605096e-253	0.176
CADM1	0	1.24059972695457e-249	1.92326424513711	1	0.68	3.4298860651113e-245	0.32
CXXC5	0	2.53881734882947e-242	2.35410415600565	0.916	0.467	7.01906832430885e-238	0.449
NDRG1	0	6.5651665037882e-239	2.2820490891745	0.95	0.616	1.81507158330232e-234	0.334
MAL	0	1.55598638942791e-218	2.50985411254641	0.595	0.134	4.30183557085133e-214	0.461
GLUL	0	8.71873059305512e-208	2.74264785991032	0.861	0.452	2.41046744706195e-203	0.409
ESPN	0	9.95800519822765e-208	2.96295384282491	0.431	0.068	2.753089697154e-203	0.363
GAPDH	0	1.78151118971729e-201	1.41713795856216	1	0.979	4.9253439862114e-197	0.021
PMP22	0	3.22053184578951e-201	2.15566849357343	0.918	0.585	8.90380439405425e-197	0.333
TIMP3	0	1.08215801238551e-199	2.00587320909288	0.99	0.763	2.99184225684222e-195	0.227
LGALS3	0	2.02747155191704e-190	1.65327785029931	0.987	0.807	5.60535059958504e-186	0.18
BTG1	0	3.07912865635599e-188	1.5053335555957	0.996	0.793	8.51286699622741e-184	0.203
GSN	0	1.16847357758439e-182	1.7851536783736	0.993	0.867	3.23047889994755e-178	0.126
CLDN10-AS1	1	0	5.29993882774918	0.31	0.012	0	0.298
ACPP	1	0	4.71057575483917	0.764	0.054	0	0.71
GRIA2	1	0	4.69711403014091	0.698	0.043	0	0.655
GAL3ST1	1	0	4.62526020548179	0.702	0.053	0	0.649
STON2	1	0	4.54032258090716	0.779	0.057	0	0.722
KLK6	1	0	4.45047775154127	0.407	0.022	0	0.385
ANO3	1	0	4.44815643963115	0.415	0.022	0	0.393
