gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
COL14A1	0	0	4.27628961963532	0.992	0.269	0
THY1	0	0	4.45118088734747	0.986	0.293	0
CCDC80	0	0	4.95450497931985	0.996	0.427	0
FBLN1	0	0	4.45348663542483	0.996	0.58	0
EFEMP1	0	6.25564000076691e-299	3.81198953462797	0.972	0.382	1.12682843333814e-294
PRRX1	0	1.67993343543992e-294	3.34368552092232	0.953	0.267	3.02606409725794e-290
COL6A3	0	3.01136115225803e-293	3.47860845394277	0.995	0.563	5.42436484356238e-289
SFRP2	0	2.33405157943115e-291	5.36655078187412	0.976	0.777	4.20432711002933e-287
NNMT	0	1.09786981693285e-284	3.20650139443577	0.989	0.553	1.97759290124115e-280
BGN	0	1.64533409712288e-284	3.27132784550668	0.986	0.472	2.96374030914743e-280
STEAP1	0	5.02296959639425e-280	5.11139453006733	0.741	0.036	9.04787513398496e-276
CXCL14	0	3.4868161087931e-278	4.58711513311323	0.957	0.499	6.28080185676902e-274
PPIC	0	1.01940903407957e-270	3.00166661926603	0.976	0.474	1.83626149308753e-266
COL1A2	0	9.51270795013301e-270	2.98785006179195	1	0.855	1.71352408305746e-265
COL3A1	0	4.0190077129465e-269	3.65595627301117	1	0.831	7.23943859333053e-265
MGP	0	7.04812696844393e-268	3.08219644716034	0.997	0.744	1.2695791108258e-263
SERPINF1	0	5.07820078897954e-266	2.47285400432996	0.999	0.774	9.14736308118884e-262
FAP	0	5.50834915227059e-265	3.92718903445604	0.812	0.106	9.92218932798501e-261
ASPN	0	1.54861625784567e-264	4.67698666576643	0.849	0.192	2.78952246525741e-260
PLA2G2A	0	4.31628524027339e-260	5.74941267484561	0.973	0.78	7.77492460330445e-256
MEDAG	0	5.59430709261555e-257	4.43720716915356	0.761	0.081	1.00770253659284e-252
GAS1	0	7.10895906660739e-257	5.98094889251115	0.677	0.027	1.28053679666799e-252
MFAP4	0	7.14006777537964e-255	4.08029113311422	0.816	0.133	1.28614040837913e-250
RP11-572C15.6	0	8.1717372185287e-253	5.12227573318851	0.743	0.08	1.47197502517357e-248
COL1A1	0	3.29908858261314e-250	3.33577782358531	1	0.82	5.94264826386105e-246
ABCC9	0	2.11409623488567e-248	4.62295446435988	0.651	0.019	3.80812154789956e-244
COL6A2	0	1.20752514502939e-245	2.09154777376689	1	0.729	2.17511504374144e-241
GEM	0	3.51145345385057e-244	3.39851667101046	0.888	0.266	6.32518110642103e-240
THBS2	0	1.82914058861206e-240	3.23445030424809	0.9	0.301	3.2948309422669e-236
RARRES1	0	8.46894302290188e-240	4.08747927315305	0.865	0.245	1.52551070671532e-235
IGFBP4	0	3.87854294659304e-238	2.331230916406	1	0.782	6.98641940969804e-234
PCOLCE	0	5.03603017183662e-237	2.18203810947043	0.999	0.649	9.0714011485293e-233
MMP2	0	5.26328107457148e-237	2.40915709644036	0.995	0.668	9.48074819962561e-233
COL5A2	0	2.15405475532169e-235	3.27173820358383	0.923	0.347	3.88009883076096e-231
HTRA1	0	1.22502004887997e-234	2.62700535908118	0.964	0.48	2.2066286140475e-230
COL6A1	0	9.53949073773399e-232	2.39797287955014	0.989	0.616	1.71834846658802e-227
IGF1	0	1.47833201395002e-218	3.71180026919903	0.911	0.437	2.66291945672818e-214
FSTL1	0	2.74297372517396e-216	2.11535611117497	0.992	0.638	4.94091857115585e-212
GPRC5A	0	5.91596016819049e-215	4.97389100631739	0.608	0.032	1.06564190509615e-210
MXRA5	0	8.1789358567129e-215	4.61471476627275	0.627	0.039	1.47327171586969e-210
S100A10	0	2.93413761142845e-212	2.03520796211249	1	0.848	5.28526207946607e-208
PRRX2	0	3.07916997649828e-212	4.33288019221329	0.627	0.043	5.54650887866636e-208
AEBP1	0	7.83138503808377e-210	2.44055369112081	0.955	0.477	1.41066738691003e-205
P4HA3	0	8.65732367777995e-208	5.19693874212045	0.576	0.023	1.5594437140785e-203
PPAP2A	0	9.46514286152875e-205	2.58231247986254	0.903	0.349	1.70495618364717e-200
SPOCK1	0	1.22804201966472e-203	4.17894254963098	0.628	0.052	2.21207209002205e-199
