gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MZB1	0	1.04783906656347e-293	3.02607437092649	0.996	0.21	1.89616957485326e-289
RP11-731F5.2	0	1.01485395189899e-258	2.89923305977505	0.894	0.156	1.83647971135641e-254
PIM2	0	1.55189900013816e-258	3.290657178562	0.835	0.139	2.80831643065002e-254
DERL3	0	3.94564444134793e-255	3.28216241258395	0.81	0.117	7.14003818106321e-251
IGJ	0	1.69509097271903e-254	3.05940243397365	0.967	0.258	3.06743662423235e-250
SEL1L3	0	1.48573164643722e-249	3.76006551016575	0.757	0.109	2.68857998739279e-245
SDC1	0	1.56259168934876e-249	3.1778966175297	0.778	0.105	2.82766592104551e-245
JSRP1	0	3.67000182715931e-248	3.07061337095683	0.79	0.105	6.64123530642749e-244
FKBP11	0	7.72383570492736e-242	2.80730006360404	0.937	0.253	1.39770530916365e-237
TP53INP1	0	3.69991133035833e-240	3.97492690771509	0.786	0.14	6.69535954341644e-236
SPAG4	0	2.17162764433004e-229	2.9734224478304	0.78	0.117	3.92977738517965e-225
POU2AF1	0	2.20972467498899e-223	3.61079714727135	0.661	0.077	3.99871777186007e-219
FCRL5	0	6.30759617285285e-221	3.37698817256711	0.684	0.086	1.14142260343945e-216
XBP1	0	3.58522589658121e-220	2.79737279014727	0.998	0.644	6.48782478245335e-216
SSR4	0	3.73119013871385e-220	2.79222057225323	1	0.862	6.75196167501657e-216
SEL1L	0	6.26792272468326e-208	3.09036131875028	0.825	0.214	1.13424329625868e-203
PRDX4	0	1.56256833092246e-203	2.57530509878407	0.929	0.329	2.82762365163729e-199
SEC11C	0	3.51652403711883e-198	2.49348379176163	0.908	0.299	6.36350189757024e-194
HERPUD1	0	1.83110227516485e-196	2.23998531719402	1	0.691	3.31356267713832e-192
PDK1	0	1.27289204567884e-193	3.3593023655508	0.673	0.108	2.30342544586043e-189
CPEB4	0	1.55610647481335e-193	3.32104933136311	0.808	0.229	2.81593027682225e-189
FAM46C	0	6.26918544450165e-193	2.88272645596282	0.778	0.172	1.13447179803702e-188
SPCS2	0	3.66035109935585e-186	2.12062109376711	0.982	0.626	6.62377134939435e-182
CD79A	0	2.19169790127978e-180	2.86620452502763	0.647	0.096	3.96609652215589e-176
SPCS3	0	5.87188361701331e-177	2.17144684817619	0.943	0.495	1.06257605933473e-172
