gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	specificity
PTHLH	0	0	3.68767634617166	0.684	0.101	0	0.583
TGFA	0	0	3.20208213237259	0.668	0.127	0	0.541
VEGFA	0	0	2.88590973628469	0.99	0.64	0	0.35
CRYAB	0	4.8712087342947e-279	2.12396400999191	0.966	0.471	1.34674307877046e-274	0.495
VIM	0	2.3071577310683e-268	1.57625419959117	1	0.995	6.37859897908452e-264	0.005
L1CAM	0	1.50429113011246e-265	2.59179471403304	0.691	0.159	4.15891368742191e-261	0.532
AP000462.2	0	1.21466801407137e-262	2.74016643052942	0.658	0.146	3.35819265850312e-258	0.512
S100A10	0	5.65345218285559e-258	1.80848776408187	0.999	0.823	1.56300992499408e-253	0.176
CADM1	0	2.70831336147184e-250	1.92352099700298	1	0.68	7.48767395046118e-246	0.32
CXXC5	0	4.24580025837253e-242	2.35304514870412	0.915	0.467	1.17383639743225e-237	0.448
NDRG1	0	3.89232982508523e-240	2.28932800562983	0.951	0.616	1.07611242674131e-235	0.335
MAL	0	3.95615257587761e-219	2.51687021909645	0.595	0.134	1.09375750265288e-214	0.461
ESPN	0	9.57325994450372e-209	2.9728213631968	0.431	0.068	2.64671917685694e-204	0.363
GLUL	0	1.83011220459826e-208	2.74545602459992	0.862	0.452	5.05971121205282e-204	0.41
GAPDH	0	1.27310339330458e-202	1.42794467964131	1	0.979	3.51974895146917e-198	0.021
PMP22	0	1.21283626511625e-201	2.15326318885889	0.918	0.584	3.3531284221669e-197	0.334
TIMP3	0	6.03080612055968e-200	2.0029261846415	0.99	0.763	1.66733696815113e-195	0.227
LGALS3	0	1.17609484703019e-191	1.66147047928831	0.987	0.807	3.25154942358437e-187	0.18
BTG1	0	3.58089801454047e-189	1.50742710140407	0.996	0.793	9.90010874080005e-185	0.203
GSN	0	1.48617260824367e-183	1.78611277131822	0.993	0.867	4.10882141001129e-179	0.126
NDST4	1	0	4.26629178299973	0.619	0.05	0	0.569
NRK	1	0	3.75866555514437	0.625	0.069	0	0.556
COL25A1	1	0	3.61708255637151	0.746	0.099	0	0.647
DPF3	1	0	3.58555186155106	0.552	0.061	0	0.491
SULT1E1	1	0	3.57579060023054	0.718	0.077	0	0.641
COL4A5	1	0	3.50534813942325	0.82	0.112	0	0.708
RP11-125B21.2	1	0	3.49240220395326	0.649	0.079	0	0.57
AC007796.1	1	0	3.49017739655169	0.573	0.065	0	0.508
TENM2	1	0	3.47527823636369	0.952	0.331	0	0.621
ZNF423	1	0	3.4692857643297	0.869	0.12	0	0.749
KCNIP1	1	0	3.44632242358331	0.694	0.099	0	0.595
EPHB1	1	0	3.39029156349154	0.7	0.108	0	0.592
DNM3OS	1	0	3.34849469804774	0.558	0.067	0	0.491
TMEM132C	1	0	3.33146250580779	0.617	0.091	0	0.526
ROBO2	1	0	3.30295101289556	0.971	0.408	0	0.563
COL26A1	1	0	3.29337337844796	0.539	0.058	0	0.481
TSHZ2	1	0	3.24125729614608	1	0.519	0	0.481
AFF3	1	0	3.22079117964692	0.976	0.44	0	0.536
SHROOM3	1	0	3.21761201933992	0.81	0.149	0	0.661
EYA1	1	0	3.20306425852618	0.601	0.08	0	0.521
LRRC17	2	0	3.35508550654406	0.908	0.142	0	0.766
MDFI	2	0	3.34556785960339	0.869	0.117	0	0.752
CYTL1	2	0	3.34162728965548	0.894	0.157	0	0.737
RP4-678D15.1	2	0	3.11244076099123	0.697	0.1	0	0.597
MFAP2	2	0	3.01228022330394	0.846	0.131	0	0.715
MEST	2	0	2.99209898073455	0.987	0.365	0	0.622
CTHRC1	2	0	2.95847739927636	0.993	0.398	0	0.595
NPW	2	0	2.89669602986217	0.822	0.174	0	0.648
MFAP4	2	0	2.86515933721773	0.834	0.14	0	0.694
TMEM98	2	0	2.81663147482429	0.868	0.183	0	0.685
FBLN1	2	0	2.79219518377263	0.983	0.311	0	0.672
FMOD	2	0	2.77220809559589	0.764	0.123	0	0.641
RBP1	2	0	2.7482395432356	0.918	0.227	0	0.691
CRABP2	2	0	2.62668058788177	0.829	0.138	0	0.691
GPX8	2	0	2.38310538438668	0.987	0.405	0	0.582
LUM	2	0	1.80090085140023	0.982	0.336	0	0.646
PYCR1	2	3.07205297585798e-305	2.8277363627556	0.675	0.11	8.49330486235457e-301	0.565
FKBP7	2	7.80859322765206e-304	2.69833260777144	0.784	0.169	2.15884176964896e-299	0.615
EDN3	2	1.98739216519206e-300	3.56359297030543	0.564	0.074	5.4945431191065e-296	0.49
PCOLCE	2	6.81437193305715e-300	2.25809237927294	0.988	0.383	1.88396940833231e-295	0.605
CLDN10-AS1	3	0	5.31659414270654	0.306	0.011	0	0.295
ACPP	3	0	4.75852745657467	0.76	0.053	0	0.707
GRIA2	3	0	4.68864727005486	0.686	0.043	0	0.643
GAL3ST1	3	0	4.61334750002175	0.694	0.052	0	0.642
STON2	3	0	4.54699183755572	0.772	0.056	0	0.716
KLK6	3	0	4.50247039511813	0.407	0.021	0	0.386
ANO3	3	0	4.44291695292385	0.409	0.022	0	0.387
DGUOK-AS1	3	0	4.13178490417825	0.55	0.039	0	0.511
SHH	3	0	4.05909007690519	0.739	0.089	0	0.65
LPL	3	0	4.0499690140263	0.987	0.229	0	0.758
SERPINE2	3	0	3.93194966203325	1	0.626	0	0.374
FSTL5	3	0	3.92061842946604	0.826	0.095	0	0.731
CAPS	3	0	3.63644916727548	0.998	0.394	0	0.604
BMP8B	3	0	3.61174392507213	0.683	0.071	0	0.612
TMEM132B	3	0	3.56695452114656	0.794	0.095	0	0.699
PLLP	3	0	3.49993601582626	0.585	0.06	0	0.525
FREM1	3	0	3.45841384660325	0.866	0.198	0	0.668
GAP43	3	0	3.38481972102265	0.994	0.264	0	0.73
PLEKHB1	3	0	3.36827226036574	0.782	0.102	0	0.68
KLHDC8A	3	0	3.35355464867578	0.817	0.117	0	0.7
RP11-733O18.1	4	0	6.68162002455364	0.314	0.005	0	0.309
CCL3L3	4	0	6.62507413193063	0.842	0.023	0	0.819
RP11-1080G15.1	4	0	6.03201158356469	0.439	0.013	0	0.426
CCL4L1	4	0	6.02482069530381	0.785	0.022	0	0.763
IL1A	4	0	6.01948966331002	0.353	0.008	0	0.345
