gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD2	0	0	5.63831417510526	0.855	0.025	0
CD3D	0	0	6.80650185143183	0.822	0.015	0
CCL5	0	0	6.14023419972168	0.8	0.048	0
GZMA	0	0	6.72751428333624	0.76	0.018	0
IL32	0	0	4.36889366272725	0.797	0.084	0
CD52	0	0	4.2775081628559	0.797	0.087	0
CD3E	0	0	6.74775005717175	0.663	0.01	0
KLRB1	0	4.08572340988255e-305	6.36677017832727	0.596	0.016	7.39352508252347e-301
CD3G	0	6.41185157978661e-301	6.45909486051441	0.564	0.008	1.16028866187819e-296
RPS27	0	2.54956985885287e-293	1.63938523328671	1	0.999	4.61370161658016e-289
CD69	0	1.24176119786753e-283	4.28699110434827	0.755	0.103	2.24709106366109e-279
LCK	0	1.31008916061691e-278	6.3327125578929	0.528	0.008	2.37073734505236e-274
IL7R	0	2.39745679540645e-271	4.76648340908748	0.642	0.053	4.33843781696751e-267
GZMK	0	1.26260635704564e-256	7.49084175413479	0.494	0.009	2.28481246370979e-252
CD96	0	2.28435362510958e-253	6.03581470019282	0.488	0.008	4.1337663199983e-249
SPOCK2	0	3.15007762749143e-244	5.24727447092687	0.518	0.021	5.70038047470849e-240
LTB	0	7.33634313878448e-240	5.05722580789574	0.561	0.04	1.32758465439444e-235
CD7	0	4.73313837210926e-239	5.30449566916776	0.552	0.037	8.56508719816892e-235
RPS3	0	2.86528282336472e-234	1.29602541951746	1	0.994	5.1850157971608e-230
CTSW	0	1.38188236552605e-231	5.25341364195183	0.517	0.028	2.50065432865594e-227
RPS15A	0	5.92464455095844e-224	1.19683762799364	1	0.994	1.07212367794144e-219
RPS29	0	2.36518736140578e-215	1.43746630911917	0.998	0.958	4.2800430491999e-211
RPS27A	0	1.20523293308852e-209	1.09534658993242	1	0.998	2.18098951571699e-205
CXCR4	0	6.23854387602651e-208	3.20145269563529	0.804	0.253	1.12892689980576e-203
RPS25	0	4.44422657191361e-207	1.16010228594745	1	0.99	8.04227240453486e-203
GZMM	0	1.38155688811716e-205	6.49337473393012	0.401	0.006	2.5000653447368e-201
PTPRCAP	0	1.56701798994825e-203	2.96889355709376	0.754	0.186	2.83567575461035e-199
RPL30	0	1.39398728902967e-200	1.08142723544732	1	0.999	2.52255939822809e-196
CD247	0	8.09388808785202e-198	6.91380874583822	0.38	0.004	1.4646699883777e-193
CORO1A	0	1.63622492711032e-195	2.71658912568529	0.803	0.278	2.96091262809884e-191
CST7	0	1.21473808199407e-186	3.62885050144966	0.518	0.052	2.19819003317647e-182
NKG7	0	4.8359426444603e-181	6.8968187125032	0.39	0.015	8.75112180941536e-177
BTG1	0	1.35041856769899e-180	2.30865602798235	0.927	0.592	2.44371744010809e-176
TC2N	0	3.81164671864987e-179	5.03492661457482	0.386	0.013	6.8975559020688e-175
S100A4	0	5.76245389270199e-175	1.7705749235786	0.965	0.499	1.04277365642335e-170
PTPRC	0	3.19525047489864e-174	2.08783814561326	0.897	0.437	5.78212525937659e-170
SAMD3	0	1.18076611492658e-172	6.3173995023984	0.348	0.007	2.13671436157113e-168
