gene	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTHLH	0	0	4.10933286269864	0.661	0.079	0
TGFA	0	0	3.57964320231318	0.653	0.106	0
AP000462.2	0	0	3.01904733125709	0.652	0.125	0
L1CAM	0	0	2.47944188724439	0.654	0.141	0
MAL	0	0	2.85433921439376	0.613	0.111	0
CRYAB	0	0	1.85049293091611	0.935	0.454	0
CXXC5	0	0	2.51356843217296	0.922	0.447	0
ESPN	0	0	3.53269124409273	0.444	0.05	0
VEGFA	0	0	3.02340675114356	0.97	0.628	0
CADM1	0	0	2.07766525602309	1	0.666	0
LGALS3	0	0	2.05015892785506	0.99	0.799	0
S100A10	0	0	1.95879764402987	0.999	0.816	0
GSN	0	0	2.45892071764568	0.995	0.861	0
VIM	0	0	1.55585343691262	1	0.995	0
NDRG1	0	7.29671187209091e-299	2.36472178889192	0.922	0.605	2.01732193127697e-294
BTG1	0	3.24634449631359e-298	1.68550583881617	0.997	0.784	8.97516862895818e-294
NXPH4	0	1.03153233154839e-294	3.86888531300686	0.394	0.044	2.85187743703184e-290
GAPDH	0	3.39395062901349e-292	1.56740195949389	1	0.978	9.38325530403359e-288
SERPINE2	0	5.45330419493757e-286	1.15515027103051	0.991	0.602	1.50767501077439e-281
CDH19	0	1.55584051135595e-262	1.38285616906884	0.995	0.519	4.30143226174579e-258
TIMP3	0	1.88877542782801e-255	1.88411304711695	0.982	0.754	5.22189742531611e-251
GLUL	0	1.03900430771266e-253	2.87038748984099	0.829	0.439	2.87253520953319e-249
TAGLN2	0	2.12983815901971e-251	1.48969162185185	0.984	0.808	5.8883635582418e-247
COL8A1	0	2.59749421343747e-248	1.58453450043313	0.972	0.629	7.18129225189058e-244
ALDOA	0	4.24350471233518e-247	1.22069132196498	0.996	0.908	1.17320174781931e-242
MT2A	0	1.96183863447088e-240	1.73385275727392	0.937	0.571	5.42389527272166e-236
CAV1	0	3.64560750669803e-239	1.51846245720793	0.902	0.478	1.00790110737681e-234
DUSP23	0	2.24787565338357e-236	2.32641450905387	0.646	0.201	6.21470181890955e-232
PEBP1	0	1.03127754366476e-235	1.35132444944054	0.978	0.797	2.85117302496997e-231
GPM6B	0	2.62630607031288e-235	1.13473982016962	0.957	0.466	7.26094839259401e-231
WBP5	0	8.69267604459315e-232	1.50483694512881	0.931	0.626	2.40326414604867e-227
PHLDA3	0	1.63961443789273e-229	1.71395627824789	0.876	0.477	4.53304203644203e-225
NRN1	0	2.86218654265587e-229	1.98750961925815	0.809	0.384	7.91308713448067e-225
CHPF	0	1.83673720235079e-228	2.14300785209094	0.792	0.393	5.07802734333923e-224
PMP22	0	1.69570037004593e-224	1.96242039022815	0.893	0.574	4.68810281306598e-220
PLP2	0	3.0880692561004e-224	1.93804821236915	0.8	0.376	8.53758507234076e-220
OLFM1	0	7.4809802180927e-224	3.37748478548886	0.477	0.108	2.06826660089609e-219
RARRES2	0	2.94396623095758e-215	1.37339736040752	0.877	0.447	8.13918343872842e-211
S100A6	0	1.68224132015758e-214	1.12211942179812	1	0.863	4.65089257783967e-210
CHL1	0	4.36242375035215e-214	1.50227997059127	0.709	0.205	1.20607929425986e-209
PLP1	0	1.35165891500659e-213	1.62059510997617	0.728	0.234	3.73693140231872e-209
SORCS3	0	1.40515317289894e-211	2.41430828567492	0.506	0.12	3.88482697711369e-207
LGI4	0	1.6852294913204e-209	1.52484384233871	0.824	0.348	4.6591539746535e-205
DYNLT3	0	1.5623945252764e-207	2.22673042251799	0.657	0.235	4.31955214403166e-203
HS3ST5	0	6.92374112299946e-207	3.62754871964257	0.269	0.026	1.91420670827566e-202
FOXD3	0	2.89802507763739e-206	1.91269556201678	0.569	0.146	8.01216993214408e-202
S100B	0	3.42876606095673e-206	0.601007560442088	0.934	0.486	9.47950952872707e-202
C4orf3	0	7.40405529044856e-206	1.39852189186082	0.928	0.697	2.04699916615031e-201
RP11-145O15.3	0	6.38650230926807e-201	1.78254807171785	0.597	0.163	1.76567629344334e-196
RASGEF1C	0	5.7812894722234e-200	1.93372362292455	0.579	0.16	1.5983531003856e-195
EIF1	0	1.31624748470116e-197	0.956243062329103	1	0.971	3.63902942095329e-193
SLC6A6	0	2.22156294657306e-195	2.35961455490439	0.619	0.218	6.14195507839053e-191
CPXM2	0	2.1537840663188e-193	2.11754023923307	0.545	0.149	5.95456680815158e-189
TCEAL7	0	4.36695628622768e-193	1.90355274335965	0.639	0.216	1.20733240445337e-188
RP11-236F9.2	0	1.68258336834119e-192	1.82582671333729	0.507	0.122	4.65183823845288e-188
SELM	0	3.02429520018309e-191	1.33553927733751	0.943	0.678	8.3612689399462e-187
NDUFA4L2	0	7.41784399544361e-191	1.59224532370801	0.483	0.11	2.0508113294203e-186
LMCD1	0	8.34348356004738e-189	1.97780995248379	0.613	0.204	2.3067228998463e-184
SOX10	0	7.62266306752203e-188	1.8725045252531	0.558	0.152	2.10743765827782e-183
RNASE1	0	4.7045279052253e-183	1.39196445828711	0.549	0.147	1.30066082995764e-178
RPS27L	0	5.26994462665599e-183	1.15280242376043	0.962	0.821	1.45698159093158e-178
FAM19A5	0	1.27158659421874e-179	2.15892906164858	0.553	0.168	3.51555545703654e-175
PGK1	0	2.60709104150643e-176	1.37045032399703	0.934	0.781	7.20782460245283e-172
