gmean	variance	residual_variance	gene
1.71435705690701	3012.21279161545	206.441416238375	IGJ
1.88078764266139	2021.75137304327	125.43937102743	LYZ
1.15719817616481	3596.35919061739	111.837539349639	IGFBP7
0.669496270605019	8613.34732890769	110.374669653377	S100B
1.25860749667659	1504.43531153871	109.449775167794	CCL3
1.85856139760999	1596.25318436323	107.003510663703	RNASE1
0.884217047180317	694.087074251269	98.95294756394	CCL4
0.680284917190783	13109.517127164	90.6655262958619	MGP
0.477921294648582	1561.12528626287	90.4629602833208	TAGLN
0.341891082852658	222.286741522059	87.8485613724358	IL1B
0.380121809556613	571.07741897031	82.7784238491268	SPARCL1
1.95467035668377	1519.49407788295	82.1217464310323	C1QA
0.746309312171439	421.610729272995	77.9560012490639	IL8
0.377247812106059	2365.22485041652	76.8421455518775	SERPINE2
0.258566249202607	199.450279376807	75.0555074653592	VWF
1.6463745277827	1122.87896746313	68.1333503326929	C1QB
0.252586295374918	274.951974849144	63.8354122335499	GPM6B
0.638911603658366	4063.46767677469	61.9180588863261	FN1
0.377640021295759	711.974902264409	57.5532332426704	SPP1
0.248524820839531	1047.81388042117	55.636239475873	POSTN
0.828717454572421	1378.66438107738	55.2554272554737	APOE
1.46751866083038	725.899067316618	54.5004830289823	C1QC
0.463546379347445	25.2582995974844	53.7139275354821	CCL5
0.205539769825813	273.638525760764	52.9617292368445	IGFBP3
0.269018606119705	1049.31876315004	50.9149843273041	COL1A1
0.365846154316818	102.005232933595	50.8099285581512	CCL3L1
4.25104785563252	57689.3895395716	49.6011771228274	TIMP1
0.364771757238645	91.1628670726539	48.3775741283288	CXCL3
0.431926526979096	1856.05475172035	47.8752580419189	IGFBP2
0.260428328365791	152.362696831029	47.1518479843674	S100A8
0.18143584175398	383.313925556613	46.0786681900272	LUM
2.00961656246244	12600.0265863951	46.0687698677223	MT2A
28.5786416920861	54413.9503644399	45.8269033858546	FTL
1.25421738324666	155.372093682659	44.8062624909779	MZB1
3.5577483653187	28218.2084353509	43.4765892647013	S100A6
0.761776357097428	223.150944950964	42.7246122139307	CXCL2
1.2151443255686	358.0278880317	42.6274883926985	SEPP1
0.330735651609604	282.296746313359	41.6281139903766	TPM2
0.18735354542563	137.521107299673	40.8806991033006	ACTA2
0.813933485825178	330.96468741971	40.6956858894213	S100A9
0.318435745442686	315.568539440275	39.9605705273375	CRYAB
0.190129816299027	5.69610411704663	39.7627873323601	GZMK
0.150933492908136	70.0166666666667	38.984953844558	CLDN5
0.191283817971931	99.3309486775315	38.7074602994559	ITGB8
0.0931365497910612	31.9998123985899	38.6615234608351	RGS5
0.147642997035725	3.87825744792643	38.5858974023183	NKG7
0.137827610574785	59.2427313422817	38.5012331590691	CXCL10
0.0642856326485852	20.0283862575313	38.0392098965652	GNLY
0.513904216106996	454.87929625746	37.6904582023056	CTGF
0.166936529320832	178.987526878734	36.0140848947644	DCN
0.408440032310249	633.777891503661	35.3769731597826	COL1A2
0.998599107168698	232.599630120847	35.1794813524069	PLTP
3.19900483967488	476.244497989736	35.0550657687087	XBP1
0.210488792081367	176.483532507933	34.8608149393786	COL3A1
